page,seq,round1_answer,round2_answer,match,question_start
177,3,○,○,MATCH,議会の議長および副議長は、自己の一身に関する事件または自己の発する考案に直接の利
177,4,×,×,MATCH,普通地方公共団体の議会に請願しようとする者は、3人以上の議員の紹介により、出席議
177,5,×,×,MATCH,普通地方公共団体の議会は、除名された議員で再び当選した者について、正当な理由があ
178,1,×,○,DIFF,副知事および副市町村長は、普通地方公共団体の長が議会の同意を得ずに選任できる。
178,2,○,○,MATCH,普通地方公共団体に会計管理者を置かなければならない。
178,3,×,×,MATCH,普通地方公共団体の長は、規則で、都道府県にあっては支庁および地方事務所、市町村に
179,1,○,○,MATCH,議会における条例の制定改廃または予算に関する議決について異議があるときは、長はこ
179,2,○,○,MATCH,長が議会の議決につき再議を要求する場合は、その理由を示さなければならない。
179,3,○,×,DIFF,議会が再議請求に付された議案を再び可決したときは、その議決は確定する。
179,4,○,○,MATCH,議会が再議に付された議案を再び可決するについては、条例の制定改廃または予算に関す
180,1,×,×,MATCH,議会の議決がその権限を超え、または法令もしくは会議規則に違反すると認めるとき、長
180,2,○,○,MATCH,市町村議会における条例制定の議決についての都道府県知事による裁定の結果に不服があ
180,3,○,○,MATCH,地方公共団体の長は、議会の不信任議決を受けて解散権を行使することができるが、内閣
180,4,○,○,MATCH,議会の解散は、議会が長の不信任の議決を行ったとき、また住民から解散請求が求められ
180,5,○,○,MATCH,普通地方公共団体の議会において、議員数の3分の2以上の者が出席し、その4分の3以
180,6,×,○,DIFF,議会において地方公共団体の長に対する不信任議決が行われたとき、地方公共団体の長は
181,1,×,×,MATCH,普通地方公共団体の長が、不信任議決の通知を受けた日から10日以内に議会を解散しな
181,2,×,×,MATCH,地方公共団体の長は、解散権行使に基づく議会議員の選挙の後、議会が招集されたときは
181,3,○,○,MATCH,議会を解散して、解散後初めて招集された議会において、議員数の3分の2以上の者が出
181,4,○,○,MATCH,議会を解散して、解散後初めて招集された議会において、再び不信任議決がされた場合、
181,5,○,○,MATCH,普通地方公共団体の長により議会の議決すべき事件につき特に緊急を要するため議会を招
181,6,○,○,MATCH,普通地方公共団体の議会の議決に属する軽易な事項で、その議決において特に指定したも
182,1,×,×,MATCH,町村は、教育委員会を設置せず、教育長にその事務を行わせる旨の条例を制定することが
182,2,×,×,MATCH,町村は、選挙管理委員会を設置せず、首長またはその補助機関に選挙管理の事務を行わせ
182,3,×,×,MATCH,町村は、監査委員を置かず、監査に関する事務を外部に委託する旨の条例を制定すること
182,4,×,×,MATCH,市町村には、公安委員会を置かなければならない。
182,5,×,×,MATCH,市町村には、労働委員会を置かなければならない。
182,6,○,○,MATCH,都道府県には、収用委員会を置かなければならない。
182,7,×,○,DIFF,都道府県には、農業委員会を置かなければならない。
182,8,×,×,MATCH,都道府県には、固定資産評価審査委員会を置かなければならない。
183,1,×,×,MATCH,監査委員の定数は、条例により、法律上定められている数以上に増加させることはできな
183,2,○,○,MATCH,監査委員には複数の委員が選任されるが、他の行政委員会のようにその職務を合議機関と
183,3,×,×,MATCH,普通地方公共団体の議会の議員は、条例等に定めのない限り当該普通地方公共団体の監査
183,4,×,○,DIFF,監査委員は、普通地方公共団体の長が選任し、それについて議会の同意を得る必要はない
183,5,×,○,DIFF,普通地方公共団体の常勤の職員は、監査委員を兼務することができない。
183,6,×,×,MATCH,都道府県とは異なり、政令で定める市においては、常勤の監査委員を置く必要はない。
183,7,×,×,MATCH,都道府県の監査委員は、自治事務の執行について原則として監査できるが、法定受託事務
183,8,×,○,DIFF,監査委員の権限は、地方公共団体の財務に関する事務執行およびその経営に関する事業の
184,1,○,×,DIFF,地域自治区とは、地域の住民の意見を行政に反映させるとともに、行政と住民の連携の強
184,2,○,○,MATCH,地域自治区には、地域協議会と、市町村の事務を分掌させるための事務所が置かれる。事
184,3,○,○,MATCH,地域協議会の構成員は、地域自治区の区域内に住所を有する住民の中から市町村長によっ
184,4,×,○,DIFF,監査委員による監査は、長、議会または住民からの請求があったときのみ行われるため、
184,5,○,○,MATCH,監査委員は、必要があると認めるときは、または普通地方公共団体の長の要求があるとき
185,1,○,○,MATCH,都道府県議会は、自治事務に関しては、国の法律に違反しない限り条例を制定できるが、
185,2,×,○,DIFF,自治事務に関する条例は法律の個別授権を受けることなく定めることができるが、私人の
185,3,×,○,DIFF,条例には、法律の個別委任がない限り、刑罰でない過料を規定することもできない。
185,4,○,○,MATCH,普通地方公共団体は、法律の特別の定めがあるものを除くほか、その条例中に、条例に違
185,5,×,○,DIFF,条例によって健全な風俗を害する行為を規制することは許されるが、規制の程度、趣意等
186,1,×,×,MATCH,法律の規定を具体化するのは、地方公共団体の機関が定める規則等であり、具体化の規定
186,2,×,×,MATCH,法律により規制の対象とされている事項について、法律の明示の授権がなくとも、規制の
186,3,○,○,MATCH,河川法の適用されない準通河川の管理について、条例により河川法が同様の適用される河
186,4,×,×,MATCH,地方公共団体は、条例により法律に対し上乗せ的な規制を定めることができるが、そのた
186,5,×,×,MATCH,条例によって地方公共の安寧と秩序を維持する規制を行うことは許されるが、国の法令に
187,1,×,○,DIFF,地方公共団体は、給付行政やサービス行政については、要綱で住民に義務を課すことがで
187,2,○,○,MATCH,普通地方公共団体の規則には、法令に特別の定めがあるものを除くほか、その規則中に、
187,3,○,×,DIFF,普通地方公共団体の長は、法令に特別の定めがあるものを除くほか、普通地方公共団体の
187,4,×,○,DIFF,法律の委任がある事項につき、委任の範囲内で条例に罰則を定めることは可能である。
188,1,×,○,DIFF,地方公共団体は、予算外の支出が必要な場合には、必ず追加の補正予算を組まなければな
188,2,×,×,MATCH,普通地方公共団体の会計は、普通会計と特別会計に区分される。
188,3,○,○,MATCH,地方議会の議員の職務は、従前は報酬なしの名誉職とされていたが、現在は、条例の定め
189,1,×,×,MATCH,地方公共団体が必要な物品を売買契約により調達する場合、当該契約は売買型式の契約で
189,2,○,×,DIFF,一般競争入札とは、不特定多数の者を入札に参加させ契約の相手方とするために競争させ
190,1,×,×,MATCH,指名競争入札とは、資産、信用その他についてあらかじめ適切と認める特定の業者を通知
190,2,×,×,MATCH,地方公共団体は、指名競争入札に参加させようとする者を指名する際に、その者が地元の
190,3,×,○,DIFF,随意契約とは、競争の方法によらないで、特定の相手方を任意に選択して締結する方法で
190,4,○,○,MATCH,予算の執行としての契約締結行為の効力は、原則として当該予算の会計年度内にとどまる
191,1,×,×,MATCH,普通地方公共団体は、金融機関を指定して、公金の収納または支払いの事務を取り扱わせ
191,2,×,×,MATCH,普通地方公共団体は、地方債を起こすこと以外の方法で、借入れをなすことはできない。
192,1,×,×,MATCH,外部監査制度が設置された地方公共団体については、これまでの監査委員は、条例の定め
192,2,○,×,DIFF,外部監査制度には、包括外部監査制度と個別外部監査制度とがあり、前者は、都道府県、
192,3,×,×,MATCH,包括外部監査人をおく地方公共団体は、個別外部監査人をおくことはできない。
193,1,×,×,MATCH,外部監査人になることができる者は、弁護士、公認会計士、税理士に限られる。
193,2,×,×,MATCH,いかなる外部監査制度の導入により、地方公共団体は、公認会計士、弁護士など、外部の
193,3,○,○,MATCH,外部監査人は、監査の事項を他の者に補助させることができる。この場合においては、外
193,4,×,×,MATCH,普通地方公共団体の議会は、外部監査人の監査に関し必要があると認めるときは、外部監
193,5,×,○,DIFF,包括外部監査制度は、法令で義務が義務づけられていない地方公共団体以外は、条例によ
194,1,○,○,MATCH,市町村の区域内に住所を有する者は、当該市町村およびこれを包含する都道府県の住民と
194,2,○,○,MATCH,住民は、法律の定めるところにより、その属する普通地方公共団体の役務の提供をひとし
194,3,×,○,DIFF,住民は、日本国籍の有無にかかわらず、その属する普通地方公共団体の選挙に参与する権
194,4,×,○,DIFF,普通地方公共団体の事務の執行に関する事務監査請求は、当該普通地方公共団体の住民で
194,5,○,○,MATCH,住民自治の具体化である直接請求制度は、当該地方公共団体の議会の議員・長の選挙権を
194,6,×,○,DIFF,都道府県は、別に法律の定めるところにより、その住民につき、住民たる地位に関する正
195,1,×,×,MATCH,地縁団体は、都道府県知事の認可によって法人格を取得する。
195,2,○,×,DIFF,法人認可を受ける地縁団体は、その区域内に住所を有するすべての個人のすべてが加入で
195,3,○,○,MATCH,法人認可を受ける地縁団体の規約には、構成員の資格、代表者等のほか資産に関する定め
195,4,×,×,MATCH,市町村長は、不動産または不動産に関する権利等を保有しない団体を、地縁による団体と
195,5,×,×,MATCH,法人認可を受けた地縁団体は、地方公共団体の行政機関の一部を構成することとなる。
195,6,×,×,MATCH,認可を受けた地縁による団体（認可地縁団体）の存する区域の市町村長は、認可をした当
195,7,○,○,MATCH,認可を受けた地縁による団体（認可地縁団体）は、正当な理由がない限り、その区域に住
196,1,×,×,MATCH,市町村の条例の制定または改廃の請求は、市町村の議会および市町村長の選挙権を有する
196,2,×,×,MATCH,条例の制定改廃の請求を行う場合については，住民は一人でも請求をなすことができる。
196,3,×,○,DIFF,地方自治法上，条例の制定改廃請求権者は，普通地方公共団体の議会の議員および只民の
197,1,×,×,MATCH,住民は、その属する普通地方公共団体のある条例について、条例制定改廃請求権を行使す
197,2,○,○,MATCH,条例の制定改廃の請求は、普通地方公共団体の長に対して行われ、長から議会に対して付
197,3,×,×,MATCH,条例の制定改廃請求が行われた後、その内容について住民投票が行われ、賛成が多数であ
197,4,×,×,MATCH,条例の制定または改廃の請求者の代表者は、条例の制定または改廃の請求者の署名簿を普
197,5,×,×,MATCH,条例の制定改廃を求める直接請求が成立した場合、首長は住民投票を行って過半数の同意
198,1,○,×,DIFF,普通地方公共団体の議会の議員およびその選挙を行う者は、原則として、その総数の3分
198,2,×,×,MATCH,普通地方公共団体の議会の解散について、適法な請求があったときは、当該普通地方公共
198,3,×,×,MATCH,普通地方公共団体の事務の執行に関する監査請求に係る請求者の署名簿の署名に関し、請
198,4,×,○,DIFF,市町村の事務監査の請求は、市町村の議会の議員および市町村長の選挙権を有する者の総
198,5,×,○,DIFF,普通地方公共団体の事務の執行に関する事務監査請求は、当該普通地方公共団体の住民で
198,6,○,×,DIFF,事務監査請求は、当該普通地方公共団体の住民であれば、日本国民であるか否か、また選
199,1,×,○,DIFF,普通地方公共団体の議会の議員および長の選挙権を有する者は、その総数の5分の1以上
199,2,×,×,MATCH,首長等の解職を求める直接請求は、あくまで解職請求権の行使を認定に求めるものであり
199,3,×,○,DIFF,副町村長の解職の請求は、市町村の議会の議員および市町村長の選挙権を有する者の総数
199,4,×,×,MATCH,普通地方公共団体の副知事または副市町村長の解職について、適法な請求があったときは
199,5,○,○,MATCH,知事・市町村長のみならず、選挙管理委員、監査委員などの役員も、直接請求としての解
200,1,×,○,DIFF,住民監査請求は事務監査請求とは異なり、当該地方公共団体の住民に限らず、何人であっ
200,2,×,×,MATCH,住民監査請求を提起できるのは、当該普通地方公共団体の住民のうち選挙権を有する者に
200,3,○,○,MATCH,普通地方公共団体の住民は、当該普通地方公共団体の長に対して、違法または不当な公金
200,4,×,×,MATCH,住民監査請求は地方公共団体の不当な会計支出行為についても請求することができるが、
200,5,×,×,MATCH,住民監査の対象は、当該地方公共団体の長等の違法な財務会計上の行為をただす事項であ
200,6,○,○,MATCH,住民訴訟において原告住民が訴えることができる請求は、地方自治法が列挙するものに限
201,1,×,×,MATCH,住民訴訟において、住民は地方公共団体に代位して、損害を与えた職員等に損害賠償また
201,2,×,○,DIFF,住民監査請求の監査の結果もしくは勧告が出されるまでは、住民訴訟を提起することは許
201,3,×,×,MATCH,納税を訴訟とも呼ばれる住民訴訟は、前年度の住民税の納税実績のある住民でなければ提
201,4,×,○,DIFF,自ら住民監査請求を行っていない住民であっても、当該普通地方公共団体の他の住民が住
201,5,×,○,DIFF,住民訴訟を提起する者は、その対象となる財務会計行為が行われた時点おいて当該普通地
201,6,×,○,DIFF,住民訴訟を提起した者が当該訴訟の係属中に死亡したとき、その相続人は、当該地方公共
202,1,×,×,MATCH,住民訴訟においては、執行機関または職員に対する行為の差止めの請求をすることは認め
202,2,○,○,MATCH,住民訴訟が係属しているときは、当該普通地方公共団体の他の住民が、別訴をもって同一
202,3,×,○,DIFF,住民訴訟は、当該普通地方公共団体の事務所の所在地を管轄する高等裁判所に提起するこ
202,4,○,○,MATCH,当該執行機関または職員に対する当該行為の全部または一部の差止めの請求に基づく差止
202,5,×,×,MATCH,住民監査請求に関する監査結果などに不服がある場合は、請求人に限らず、何人もこれに
202,6,×,○,DIFF,住民は、有償契約の50分の1の違算をもって監査委員に事務の監査を求める直接請求を
202,7,○,×,DIFF,監査委員が適法な住民監査請求を不適法として却下した場合、当該請求をした住民は、適
203,1,○,○,MATCH,公の施設とは、地方公共団体が設置する施設のうち、住民の福祉を増進する目的のため、
203,2,○,×,DIFF,普通地方公共団体は、住民が公の施設を利用することについて、不当な差別的取扱をして
203,3,×,○,DIFF,普通地方公共団体は、住民が公の施設を利用することについて不当でない合理的な理由が
203,4,○,○,MATCH,普通地方公共団体は、法律またはこれに基づく政令で特に定めがあるものを除くほか、公
203,5,×,×,MATCH,「公の施設」の設置について条例が制定されていれば、住民による使用申込みおよび使用
203,6,○,○,MATCH,住民訴訟を提起した者は、当該住民訴訟に勝訴した場合、弁護士に支払う報酬額の範囲内
204,1,×,×,MATCH,各「公の施設」の設置につき条例が制定されていれば、その使用料の額は地方公共団体の
204,2,×,×,MATCH,自治体は、公の施設のうち条例で定める特に重要なものについてその免許し、または特定
204,3,×,×,MATCH,普通地方公共団体が、当該普通地方公共団体が指定する法人その他の団体に、公の施設の
204,4,×,×,MATCH,「公の施設」の管理を公共団体に委託することができるが、この場合、
204,5,○,○,MATCH,普通地方公共団体が、公の施設の管理を指定管理者に行わせる場合には、指定管理者の指
204,6,○,○,MATCH,普通地方公共団体は、公の施設の管理を行わせる法人その他の団体の指定をしようとする
204,7,○,○,MATCH,普通地方公共団体は、適当と認めるときは、当該普通地方公共団体が指定する法人その他
205,1,×,×,MATCH,公の施設は、相手方自治体との協議が整いさえすれば、当該施設を設置・管理する自治体
205,2,×,×,MATCH,自治体の長がした公の施設を利用する権利に関する処分に不服がある者は、市町村長がし
205,3,○,○,MATCH,普通地方公共団体は、公の施設の利用に関し、条例で5万円以下の過料を科する規定を設
206,1,×,×,MATCH,普通地方公共団体は、その事務を処理するに当たり、国または都道府県の関与を受けるが
206,2,○,○,MATCH,地方自治法245条の2は、普通地方公共団体に対する国または都道府県の関与の法定主
206,3,○,×,DIFF,自治事務については、関与は必要最小限のものとすることとし、普通地方公共団体の自主
206,4,×,×,MATCH,各大臣は、その担任する事務に関し、都道府県の自治事務の処理が法令の規定に違反して
206,5,○,○,MATCH,都道府県知事は、市町村長の担任する自治事務の処理が法令の規定に違反していると認め
207,1,×,×,MATCH,各大臣は、その所管する法律またはこれに基づく政令に係る都道府県知事の法定受託事務
207,2,×,○,DIFF,各大臣は、その所管する法令（法律、法律に基づく政令）に係る都道府県知事の法定受託
207,3,○,○,MATCH,都道府県による法定受託事務の執行については、国の大臣による代執行の手続があるが、
207,4,×,×,MATCH,自治事務については、助言または勧告、資料の提出の要求、是正の要求のみ与されるが、
208,1,×,×,MATCH,各大臣は、その所管する法令に係る都道府県の法定受託事務の処理について、都道府県が
208,2,○,○,MATCH,都道府県の執行機関は、市町村の執行機関の担任する第一号法定受託事務および第一号法
208,3,×,○,DIFF,各大臣は、特に必要があると認めるときは、その所管する法令に係る市町村の執行機関が
208,4,×,×,MATCH,各大臣は、特に必要があると認めるときは、その所管する法令に係る市町村の執行機関が
208,5,×,×,MATCH,法定受託事務の処理基準は、一般的基準にとどまらず、個々具体的な事例をも拘束するこ
208,6,○,○,MATCH,国は、普通地方公共団体が自治事務として処理している事務と同一内容の事務をそのまま
209,1,×,○,DIFF,国地方係争処理委員会の委員は総務大臣が両議院の同意を得て任命し、また自治紛争処理
209,2,×,○,DIFF,自治紛争処理委員は、普通地方公共団体の自治事務に関する紛争を処理するために設けら
209,3,×,×,MATCH,国と地方公共団体間の関与をめぐる争いは、法定受託事務については困らず、自治事務に
209,4,×,×,MATCH,地方公共団体が審査の申出をする場合には、地方議会の議決を経なければならず、出席に
209,5,×,○,DIFF,国と都道府県間の紛争は国地方係争処理委員会に、国と市町村間の紛争は自治紛争処理委
210,1,○,○,MATCH,連携協約とは、普通地方公共団体が、他の普通地方公共団体と事務を処理するに当たって
210,2,○,○,MATCH,協議会とは、普通地方公共団体が、事務の一部を共同して管理・執行し、もしくは事務の
210,3,○,○,MATCH,機関等の共同設置とは、協議により規約を定め、共同して、議会事務局、府際機関、長の
211,1,○,○,MATCH,職員の派遣とは、当該普通地方公共団体の事務の処理のため特別の必要があると認めると
213,1,○,○,MATCH,法律行為の当事者が意思表示をした時に意思能力を有しなかったときは、その法律行為は
213,2,○,○,MATCH,外国人は、法令または条約により禁止される場合を除いて、私法上の権利を享有する。
214,1,×,×,MATCH,妻子のある者が精神上の障害により事理を弁識する能力を欠くに至ったときは、原則とし
214,2,×,○,DIFF,Ａが、精神上の障害により事理を弁識する能力を欠くに至る状況にある場合、Ａは当然に
214,3,○,○,MATCH,未成年者は、法定代理人から営業の許可をされた場合には、その営業に関しては成年者と
215,1,×,×,MATCH,精神上の障害により事理を弁識する能力が不十分な者については、請求により保佐を開始
215,2,×,×,MATCH,家庭裁判所が後見開始の審判をするときは、成年被後見人に成年後見人を付することとし
215,3,×,×,MATCH,成年被後見人が成年後見人の同意を得ずに行った重要な財産上の法律行為は、無効である
215,4,×,×,MATCH,相手方が成年被後見人に日用品を売却した場合であっても、成年被後見人は制限行為能力
215,5,○,○,MATCH,成年被後見人が、成年後見人によって営業を許可され、その営業の範囲内でなされた行為
215,6,×,○,DIFF,後見開始の審判をする場合において、本人成年被後見人または被補助人であるときは、家
216,1,×,×,MATCH,本人以外の者の請求によって保佐開始の審判をするためには、本人の同意が必要である。
216,2,×,×,MATCH,被保佐人が行った元本の領収は、保佐人の同意を得ていない場合でも、取り消すことがで
216,3,○,○,MATCH,被保佐人が、保佐人の同意を得ることなく、自己が居住するための住宅を建築するために
216,4,×,×,MATCH,被保佐人が、保佐人の同意を得ることなく土地の贈与を受ける行為は、取り消し得ない。
216,5,×,○,DIFF,被保佐人がその保佐人の同意を得なければならない行為は、法定に定められている行為に
216,6,×,×,MATCH,家庭裁判所は、本人や保佐人等の請求によって、被保佐人のために特定の法律行為につい
217,1,×,×,MATCH,制限行為能力者が未成年者の場合、相手方は、未成年者本人に対して、1ヶ月以上の期間
217,2,○,○,MATCH,家庭裁判所は、本人や配偶者等の請求により、補助開始の審判をすることができるが、本
217,3,×,×,MATCH,補助人は、補助開始の審判がされることにより、当然に代理権を有することになる。
217,4,×,○,DIFF,制限行為能力者が被補助人であり、補助人の同意を得なければならない行為を被補助人が
218,1,○,×,DIFF,行方不明者がその自己の財産につき管理人を置かなかったときは、利害関係人または検察
218,2,×,○,DIFF,法定代理人の同意を欠いてなされた未成年者の財産行為で、その行為が法定代理人に対し
218,3,×,○,DIFF,被保佐人が保佐人の同意を要する行為をその同意を得ずに行った場合において、相手方が
218,4,○,×,DIFF,制限行為能力者が行為能力があると信じさせたため相手方に対し訴訟を有用とさせ、制限
218,5,×,○,DIFF,Aは未成年者であったが、その旨をBに告げずに、自己所有の甲をBに売却する旨の売買
219,1,○,×,DIFF,行方不明者が自己の財産につき管理人を置いた場合において、その不在者の生死が不明か
219,2,○,×,DIFF,不在者の生死が7年間明らかでない場合において、利害関係人の請求により家庭裁判所が
219,3,×,×,MATCH,Aが結婚の式授挙を原因として生死不明の状態となり、Aの実父の請求によりAの失踪宣
219,4,×,○,DIFF,失踪の宣告を受けた者は、死亡したものとみなされ、権利能力を喪失するため、生存する
219,5,○,×,DIFF,Aについて失踪宣告がなされた後にBはCと婚姻したが、その後、失踪宣告が取り消され
220,1,×,○,DIFF,Aの所有する土地の上に、Aの所有する建物がある場合において、Aは、土地の所有権を
220,2,×,×,MATCH,権利能力なき社団が不動産を買い受けた場合について、Aは、法人に準じて扱われるので
220,3,×,×,MATCH,A、B、CおよびDは、共同で事業を営む目的で権利能力なき社団である「X会」という
221,1,○,×,DIFF,相手方と通じて行った虚偽の意思表示は、その当事者間においても無効である。
221,2,×,○,DIFF,Aが自己の所有する甲土地をBと通謀してBに売却（登記完了）したところ、Bが甲土地
222,1,×,×,MATCH,Aが自己の所有する甲土地をBと通謀してBに売却（仮装売買）したところ、Bが甲土地
222,2,×,×,MATCH,Aが、無権代理を免れたからと誤って動産をBに譲渡したところ、Bが事情を知らないC
222,3,○,○,MATCH,Aが自己の所有する甲土地をBと通謀してBに売却（仮装売買）したところ、Bが甲土地
222,4,×,○,DIFF,Aが自己の所有する甲土地をBと通謀してBに売却（仮装売買）した場合、Bの一般債権
222,5,○,○,MATCH,Aが自己の所有する甲土地をBと通謀してBに売却（仮装売買）した場合、Aの一般債権
223,1,×,×,MATCH,土地の仮装譲渡人がその土地に建物を建設して他人に賃貸した場合、当該建物賃借人は民
223,2,×,×,MATCH,ＡがＸから乙地賃借の目的で甲土地を賃借して甲土地において乙建物を建築した後、Ｙか
223,3,○,○,MATCH,仮装の売買契約に基づく売買代金債権が他に譲渡された場合、債権の譲受人は善意者にあ
223,4,○,○,MATCH,金銭消費貸借契約が仮装され、借主に金銭が交付されていない場合であっても、当該契約
223,5,×,×,MATCH,Ａは、譲渡の意思がないのに、債権者の差押えを免れるため、Ｂと通じて売買契約を仮装
224,1,×,○,DIFF,錯誤による意思表示については、表意者に重大な過失がある場合であっても、原則として
224,2,○,○,MATCH,Aは、土地売買の際に、重大な過失から錯誤を生じ、Bの所有する土地を買う意思表示を
224,3,×,×,MATCH,不動産の真実の所有者Aの意思によりBの承諾なくしてB名義の不実の登記がなされ、そ
224,4,○,○,MATCH,Xは、Aからの依頼を受けて、甲土地の所有権を仮装譲渡した場合、Aから仮装譲渡につ
225,1,○,○,MATCH,表意者が錯誤による意思表示の取消しを主張しない場合、第三者が表意者に対する債権を
225,2,○,○,MATCH,動機の錯誤（表意者が法律行為の基礎とした事情についてその認識が実に反する錯誤）は
225,3,×,×,MATCH,動機の錯誤については、表意者が相手方が法律行為の基礎とした事情を明示的に表示した
225,4,○,○,MATCH,連帯保証人が、他に連帯保証人が存在することを確信して保証契約を締結した場合、他に
225,5,○,○,MATCH,離婚に伴う財産分与に際して夫が自己所有の不動産を実に譲渡した場合において、実際に
226,1,×,×,MATCH,詐欺および強迫による意思表示は、心理留保、虚偽表示および錯誤と 同様に、表示に対
226,2,×,×,MATCH,詐欺による意思表示の取消しは、善意無過失の第三者に対抗することができる。
226,3,○,○,MATCH,Aが第三者との詐欺によって、自己所有の甲土地をBに売却した場合、 その事項をBが
226,4,×,×,MATCH,A所有の甲地がBに売却され、さらに善意無過失のCに売却された後、 A-B間の売買
226,5,○,×,DIFF,AからBに不動産の売却が行われ、BはこれをCに転売したところ、AがBの詐欺を理由
227,1,○,○,MATCH,意思表示の相手方が、その意思表示を受けた時に意思能力を有しなかったとき、または制
227,2,×,×,MATCH,AはBの強迫により、Bに土地を安価で売り、第三者Cは、そのことと善意無過失で、B
227,3,×,×,MATCH,Aが自己所有の甲土地をBに売却する旨の契約（本件売買契約）が締結された。AがBの
228,1,○,×,DIFF,建物を購入する代理権をAから与えられたBが、Cから建物を買った場合に、Bが未成年
228,2,○,×,DIFF,Aは、Bの親権者として、BのCに対する金銭の返済を受けた。Aが被保佐人であった場
228,3,×,×,MATCH,Aは留守中の財産の管理につき妻Bに任せるといって海外へ甲県を任たところ、BがAの
228,4,×,×,MATCH,任意代理人は、特に本人の信任を得て代理人となった者なので、本人の許諾を得ない限り
228,5,○,○,MATCH,任意代理人は、復代理人の行為について本人に不利益が生じたときは、本人に対して任務
228,6,○,○,MATCH,任意代理人は、本人の許諾又はやむを得ない事由がなければ復代理人を選任することがで
230,1,○,×,DIFF,A所有の建物を売却する代理権をAから与えられたBが、自らその買主となった場合に、
230,2,×,×,MATCH,同一の法律行為について、相手方の代理人となることは許されない。
230,3,×,○,DIFF,代理権は、本人の死亡により消滅する。
230,4,○,×,DIFF,代理権は、代理人の死亡又は破産手続開始の決定によっても消滅する。
230,5,○,○,MATCH,本人が強迫を受けて代理権授与行為をした場合、本人は代理権授与行為を取り消すことが
230,6,×,○,DIFF,債務者が本人の意思を第三者に表示する場合、その意思表示に錯誤があったか否かは、本
231,1,×,○,DIFF,Ａは、Ａ所有する地の売主権設定に関する代理権をＢに授与していないのに、ＣにＢに代
231,2,○,○,MATCH,Ａは、ＢにＣから50万円を借り入れる旨の金銭消費貸借契約の代理権を授与したが、撤
231,3,×,×,MATCH,代理人が直接本人の名を出さないで権限外の行為を行った場合に、相手方がその行為を本
231,4,×,○,DIFF,Ａは、ＢにＣから50万円を借り入れる旨の金銭消費貸借契約の代理権を授与したが、撤
231,5,×,○,DIFF,Ａは、ＢにＣから50万円を借り入れる旨の金銭消費貸借契約の代理権を授与したが、撤
232,1,×,×,MATCH,表見代理が成立する場合には、本人は、無権代理人の行為を無効であると主張することは
232,2,×,×,MATCH,無権代理人が契約をした場合において、相手方が、代理権のないことを知るかことができ
232,3,×,×,MATCH,Aの子Bが、Aに無断でCへの代理人としてA所有の土地をCに売却する契約を締結した
232,4,○,×,DIFF,Aの子Bが、Aに無断でAの代理人としてA所有の土地をCに売却する契約を締結した場
232,5,○,○,MATCH,AがB所有の土地をCに売却した。AがBの代理人と称して売却した場合、代理権のない
232,6,○,○,MATCH,代理権のない者が行った行為は、本人が追認すると、最初から代理権があったと同様の効
233,1,○,×,DIFF,AがB所有の土地をCに売却した。AがBの代理人と称して売却した場合、Cは、Aに代
233,2,×,×,MATCH,Aの子である未成年者Bが、Aに無断でAの代理人としてA所有の土地をCに売却する契
233,3,○,○,MATCH,Bが何の代理権もないのにAの代理人だと偽ってAから預かった絵画をCに売却し、その
233,4,○,×,DIFF,Aの長男BがAに無断でAの代理人と称してCにA所有の土地を売却した。Bが死亡して
233,5,○,×,DIFF,Aの長男BがAに無断でAの代理人と称してCにA所有の土地を売却した。Aが死亡して
234,1,○,○,MATCH,Aの長男BがAに無断でAの代理人と称してCにA所有の土地を売却した。Bが死亡して
234,2,○,○,MATCH,Aの長男BがAに無断でAの代理人と称してCにA所有の土地を売却した。Aが死亡して
234,3,×,×,MATCH,Aが代理権をもっているBの代理人だと偽ってB所有の絵画をCに売却し、その後にAが
234,4,×,○,DIFF,Aの子Bが、Aに無断でAの代理人としてA所有の土地をCに売却する契約を締結したと
234,5,○,×,DIFF,Aの長男BがAに無断でAの代理人と称してCにA所有の土地を売却した。その後、Aが
235,1,×,×,MATCH,無効の法律行為は、追認することによってその効力を生じる。
235,2,×,×,MATCH,無効な法律行為であっても、当事者がその行為が無効であることを知りながら追認した場
235,3,×,×,MATCH,取消し得る法律行為は、制限行為能力者又は瑕疵ある意思表示をした者に限り、これを取
235,4,○,○,MATCH,被保佐人Aが、その他保佐人Bの同意を得ずにCにAの所有する不動産を売却した場合に
235,5,○,○,MATCH,BがAに騙されてAから金銭を借り入れ、CがBの保証人となった場合、CはAの詐欺を
235,6,×,×,MATCH,取消し得る法律行為を取り消したときは、効力は当然に無効であるとみなされるが、法律
235,7,○,○,MATCH,制限行為能力を理由に法律行為が取り消される場合に、制限行為能力者であった者は、そ
236,1,×,×,MATCH,制限行為能力者が自己の行為を取り消したときには、相手方は受け取っていた物を返還し
236,2,×,×,MATCH,取消すことのできる法律行為を、取消権者が追認したときは、追認した時から将来に向か
236,3,×,×,MATCH,取消すことができる行為の追認は、取消しの原因である状況がやむ前にするものでなけれ
236,4,×,×,MATCH,BがAに騙されてAから絵画を購入し、これまでCに転売した場合、その後にBがAの詐
236,5,○,×,DIFF,取消権は、追認をすることができる時から5年間行使しない場合は、時効によって消滅す
236,6,×,×,MATCH,Aが17歳の時に、その法定代理人Bの同意を得ずにCにAの所有する不動産を売却した
